RegionNombre,Semana,Atenciones_Urg
Región de Coquimbo,2025-08-05,4452
Región de Coquimbo,2025-08-12,4419
Región de Coquimbo,2025-08-19,4305
Región de Coquimbo,2025-08-26,3793
Región de Coquimbo,2025-09-02,3811
Región de Coquimbo,2025-09-09,4102
Región de Coquimbo,2025-09-16,3705
Región de Coquimbo,2025-09-23,4025
Región de Coquimbo,2025-09-30,3932
Región de Coquimbo,2025-10-07,4257
Región de Coquimbo,2025-10-14,4017
Región de Coquimbo,2025-10-21,4007
Región de Coquimbo,2025-10-28,3697
Región de Coquimbo,2025-11-04,3817
Región de Coquimbo,2025-11-11,3501
Región de Coquimbo,2025-11-18,3283
Región de Coquimbo,2025-11-25,3031
Región de Coquimbo,2025-12-02,2730
Región de Coquimbo,2025-12-09,2591
Región de Coquimbo,2025-12-16,2481
Región de Coquimbo,2025-12-23,2323
Región de Coquimbo,2025-12-30,423
Región de La Araucanía,2020-12-29,697
Región de La Araucanía,2021-01-05,1157
Región de La Araucanía,2021-01-12,1026
Región de La Araucanía,2021-01-19,916
Región de La Araucanía,2021-01-26,919
Región de La Araucanía,2021-02-02,861
Región de La Araucanía,2021-02-09,912
Región de La Araucanía,2021-02-16,1104
Región de La Araucanía,2021-02-23,1183
Región de La Araucanía,2021-03-02,1248
Región de La Araucanía,2021-03-09,1247
Región de La Araucanía,2021-03-16,1295
Región de La Araucanía,2021-03-23,1295
Región de La Araucanía,2021-03-30,1145
Región de La Araucanía,2021-04-06,1248
Región de La Araucanía,2021-04-13,1118
Región de La Araucanía,2021-04-20,1075
Región de La Araucanía,2021-04-27,920
Región de La Araucanía,2021-05-04,1019
Región de La Araucanía,2021-05-11,1076
Región de La Araucanía,2021-05-18,1145
Región de La Araucanía,2021-05-25,1246
Región de La Araucanía,2021-06-01,1324
Región de La Araucanía,2021-06-08,1424
Región de La Araucanía,2021-06-15,1478
Región de La Araucanía,2021-06-22,1767
Región de La Araucanía,2021-06-29,1836
Región de La Araucanía,2021-07-06,1607
Región de La Araucanía,2021-07-13,1673
Región de La Araucanía,2021-07-20,1747
Región de La Araucanía,2021-07-27,1780
Región de La Araucanía,2021-08-03,1762
Región de La Araucanía,2021-08-10,1904
Región de La Araucanía,2021-08-17,1714
Región de La Araucanía,2021-08-24,1675
Región de La Araucanía,2021-08-31,1593
Región de La Araucanía,2021-09-07,1602
Región de La Araucanía,2021-09-14,1634
Región de La Araucanía,2021-09-21,2013
Región de La Araucanía,2021-09-28,1900
Región de La Araucanía,2021-10-05,1851
Región de La Araucanía,2021-10-12,2111
Región de La Araucanía,2021-10-19,2080
Región de La Araucanía,2021-10-26,2184
Región de La Araucanía,2021-11-02,2513
Región de La Araucanía,2021-11-09,2644
Región de La Araucanía,2021-11-16,2911
Región de La Araucanía,2021-11-23,3115
Región de La Araucanía,2021-11-30,2841
Región de La Araucanía,2021-12-07,2923
Región de La Araucanía,2021-12-14,2937
Región de La Araucanía,2021-12-21,2957
Región de La Araucanía,2021-12-28,2771
Región de La Araucanía,2022-01-04,3145
Región de La Araucanía,2022-01-11,3316
Región de La Araucanía,2022-01-18,3753
Región de La Araucanía,2022-01-25,3222
Región de La Araucanía,2022-02-01,3537
Región de La Araucanía,2022-02-08,3475
Región de La Araucanía,2022-02-15,3232
Región de La Araucanía,2022-02-22,2562
Región de La Araucanía,2022-03-01,2197
Región de La Araucanía,2022-03-08,3269
Región de La Araucanía,2022-03-15,4393
Región de La Araucanía,2022-03-22,4037
Región de La Araucanía,2022-03-29,3711
Región de La Araucanía,2022-04-05,3771
Región de La Araucanía,2022-04-12,4166
Región de La Araucanía,2022-04-19,4736
Región de La Araucanía,2022-04-26,5521
Región de La Araucanía,2022-05-03,6228
Región de La Araucanía,2022-05-10,7062
Región de La Araucanía,2022-05-17,7138
Región de La Araucanía,2022-05-24,7685
Región de La Araucanía,2022-05-31,7920
Región de La Araucanía,2022-06-07,8203
Región de La Araucanía,2022-06-14,7679
Región de La Araucanía,2022-06-21,7566
Región de La Araucanía,2022-06-28,5636
Región de La Araucanía,2022-07-05,4926
Región de La Araucanía,2022-07-12,4226
Región de La Araucanía,2022-07-19,3721
Región de La Araucanía,2022-07-26,4072
Región de La Araucanía,2022-08-02,5624
Región de La Araucanía,2022-08-09,7245
Región de La Araucanía,2022-08-16,7639
Región de La Araucanía,2022-08-23,6841
Región de La Araucanía,2022-08-30,6242
Región de La Araucanía,2022-09-06,5916
Región de La Araucanía,2022-09-13,5348
Región de La Araucanía,2022-09-20,6786
Región de La Araucanía,2022-09-27,6049
Región de La Araucanía,2022-10-04,6844
Región de La Araucanía,2022-10-11,8470
Región de La Araucanía,2022-10-18,9357
Región de La Araucanía,2022-10-25,9582
Región de La Araucanía,2022-11-01,10061
Región de La Araucanía,2022-11-08,9287
Región de La Araucanía,2022-11-15,9076
Región de La Araucanía,2022-11-22,8447
Región de La Araucanía,2022-11-29,7017
Región de La Araucanía,2022-12-06,5846
Región de La Araucanía,2022-12-13,9236
Región de La Araucanía,2022-12-20,4160
Región de La Araucanía,2022-12-27,3840
Región de La Araucanía,2023-01-03,3574
Región de La Araucanía,2023-01-10,2981
Región de La Araucanía,2023-01-17,2540
Región de La Araucanía,2023-01-24,2474
Región de La Araucanía,2023-01-31,1966
Región de La Araucanía,2023-02-07,2106
Región de La Araucanía,2023-02-14,2437
Región de La Araucanía,2023-02-21,2725
Región de La Araucanía,2023-02-28,2742
Región de La Araucanía,2023-03-07,4926
Región de La Araucanía,2023-03-14,7082
Región de La Araucanía,2023-03-21,5925
Región de La Araucanía,2023-03-28,5574
Región de La Araucanía,2023-04-04,5084
Región de La Araucanía,2023-04-11,5298
Región de La Araucanía,2023-04-18,6681
Región de La Araucanía,2023-04-25,8428
Región de La Araucanía,2023-05-02,10374
Región de La Araucanía,2023-05-09,10671
Región de La Araucanía,2023-05-16,11133
Región de La Araucanía,2023-05-23,10444
Región de La Araucanía,2023-05-30,9559
Región de La Araucanía,2023-06-06,8355
Región de La Araucanía,2023-06-13,7160
Región de La Araucanía,2023-06-20,6207
Región de La Araucanía,2023-06-27,4973
Región de La Araucanía,2023-07-04,4263
Región de La Araucanía,2023-07-11,3565
Región de La Araucanía,2023-07-18,3633
Región de La Araucanía,2023-07-25,4259
Región de La Araucanía,2023-08-01,5385
Región de La Araucanía,2023-08-08,6424
Región de La Araucanía,2023-08-15,7127
Región de La Araucanía,2023-08-22,6886
Región de La Araucanía,2023-08-29,7598
Región de La Araucanía,2023-09-05,7961
Región de La Araucanía,2023-09-12,7339
Región de La Araucanía,2023-09-19,9340
Región de La Araucanía,2023-09-26,8102
Región de La Araucanía,2023-10-03,8087
Región de La Araucanía,2023-10-10,8266
Región de La Araucanía,2023-10-17,7845
Región de La Araucanía,2023-10-24,7681
Región de La Araucanía,2023-10-31,7565
Región de La Araucanía,2023-11-07,7304
Región de La Araucanía,2023-11-14,7022
Región de La Araucanía,2023-11-21,6463
Región de La Araucanía,2023-11-28,5921
Región de La Araucanía,2023-12-05,5670
Región de La Araucanía,2023-12-12,5340
Región de La Araucanía,2023-12-19,4452
Región de La Araucanía,2023-12-26,4071
Región de La Araucanía,2024-01-02,3717
Región de La Araucanía,2024-01-09,3107
Región de La Araucanía,2024-01-16,2544
Región de La Araucanía,2024-01-23,2552
Región de La Araucanía,2024-01-30,2558
Región de La Araucanía,2024-02-06,2985
Región de La Araucanía,2024-02-13,3237
Región de La Araucanía,2024-02-20,3612
Región de La Araucanía,2024-02-27,3431
Región de La Araucanía,2024-03-05,3771
Región de La Araucanía,2024-03-12,5638
Región de La Araucanía,2024-03-19,6537
Región de La Araucanía,2024-03-26,5203
Región de La Araucanía,2024-04-02,5450
Región de La Araucanía,2024-04-09,6353
Región de La Araucanía,2024-04-16,7090
Región de La Araucanía,2024-04-23,8541
Región de La Araucanía,2024-04-30,9435
Región de La Araucanía,2024-05-07,10098
Región de La Araucanía,2024-05-14,11364
Región de La Araucanía,2024-05-21,10550
Región de La Araucanía,2024-05-28,7684
Región de La Araucanía,2024-06-04,6189
Región de La Araucanía,2024-06-11,4216
Región de La Araucanía,2024-06-18,3726
Región de La Araucanía,2024-06-25,3153
Región de La Araucanía,2024-07-02,2829
Región de La Araucanía,2024-07-09,3020
Región de La Araucanía,2024-07-16,4178
Región de La Araucanía,2024-07-23,5366
Región de La Araucanía,2024-07-30,5746
Región de La Araucanía,2024-08-06,6238
Región de La Araucanía,2024-08-13,7035
Región de La Araucanía,2024-08-20,6859
Región de La Araucanía,2024-08-27,7103
Región de La Araucanía,2024-09-03,7086
Región de La Araucanía,2024-09-10,7318
Región de La Araucanía,2024-09-17,7797
Región de La Araucanía,2024-09-24,6611
Región de La Araucanía,2024-10-01,6775
Región de La Araucanía,2024-10-08,7400
Región de La Araucanía,2024-10-15,7099
Región de La Araucanía,2024-10-22,6979
Región de La Araucanía,2024-10-29,6979
Región de La Araucanía,2024-11-05,6407
Región de La Araucanía,2024-11-12,6405
Región de La Araucanía,2024-11-19,6698
Región de La Araucanía,2024-11-26,6844
Región de La Araucanía,2024-12-03,7066
Región de La Araucanía,2024-12-10,6255
Región de La Araucanía,2024-12-17,5945
Región de La Araucanía,2024-12-24,5028
Región de La Araucanía,2024-12-31,4194
Región de La Araucanía,2025-01-07,3259
Región de La Araucanía,2025-01-14,2808
Región de La Araucanía,2025-01-21,2274
Región de La Araucanía,2025-01-28,2105
Región de La Araucanía,2025-02-04,2097
Región de La Araucanía,2025-02-11,2122
Región de La Araucanía,2025-02-18,2228
Región de La Araucanía,2025-02-25,2125
Región de La Araucanía,2025-03-04,2373
Región de La Araucanía,2025-03-11,4555
Región de La Araucanía,2025-03-18,5913
Región de La Araucanía,2025-03-25,5330
Región de La Araucanía,2025-04-01,5033
Región de La Araucanía,2025-04-08,5012
Región de La Araucanía,2025-04-15,4790
Región de La Araucanía,2025-04-22,5476
Región de La Araucanía,2025-04-29,6048
Región de La Araucanía,2025-05-06,6353
Región de La Araucanía,2025-05-13,7461
Región de La Araucanía,2025-05-20,7816
Región de La Araucanía,2025-05-27,7444
Región de La Araucanía,2025-06-03,7234
Región de La Araucanía,2025-06-10,6459
Región de La Araucanía,2025-06-17,6146
Región de La Araucanía,2025-06-24,5233
Región de La Araucanía,2025-07-01,4527
Región de La Araucanía,2025-07-08,4667
Región de La Araucanía,2025-07-15,5831
Región de La Araucanía,2025-07-22,7151
Región de La Araucanía,2025-07-29,7907
Región de La Araucanía,2025-08-05,8829
Región de La Araucanía,2025-08-12,9332
Región de La Araucanía,2025-08-19,8154
Región de La Araucanía,2025-08-26,7942
Región de La Araucanía,2025-09-02,7792
Región de La Araucanía,2025-09-09,7729
Región de La Araucanía,2025-09-16,7101
Región de La Araucanía,2025-09-23,6907
Región de La Araucanía,2025-09-30,6308
Región de La Araucanía,2025-10-07,6593
Región de La Araucanía,2025-10-14,6532
Región de La Araucanía,2025-10-21,6494
Región de La Araucanía,2025-10-28,6660
Región de La Araucanía,2025-11-04,6429
Región de La Araucanía,2025-11-11,6081
Región de La Araucanía,2025-11-18,5892
Región de La Araucanía,2025-11-25,5668
Región de La Araucanía,2025-12-02,5187
Región de La Araucanía,2025-12-09,4316
Región de La Araucanía,2025-12-16,2291
Región de La Araucanía,2025-12-23,1647
Región de La Araucanía,2025-12-30,873
Región de Los Lagos,2020-12-29,547
Región de Los Lagos,2021-01-05,1028
Región de Los Lagos,2021-01-12,860
Región de Los Lagos,2021-01-19,719
Región de Los Lagos,2021-01-26,661
Región de Los Lagos,2021-02-02,606
Región de Los Lagos,2021-02-09,612
Región de Los Lagos,2021-02-16,604
Región de Los Lagos,2021-02-23,693
Región de Los Lagos,2021-03-02,714
Región de Los Lagos,2021-03-09,718
Región de Los Lagos,2021-03-16,805
Región de Los Lagos,2021-03-23,868
Región de Los Lagos,2021-03-30,794
Región de Los Lagos,2021-04-06,944
Región de Los Lagos,2021-04-13,830
Región de Los Lagos,2021-04-20,912
Región de Los Lagos,2021-04-27,888
Región de Los Lagos,2021-05-04,874
Región de Los Lagos,2021-05-11,997
Región de Los Lagos,2021-05-18,870
Región de Los Lagos,2021-05-25,847
Región de Los Lagos,2021-06-01,821
Región de Los Lagos,2021-06-08,785
Región de Los Lagos,2021-06-15,880
Región de Los Lagos,2021-06-22,987
Región de Los Lagos,2021-06-29,984
Región de Los Lagos,2021-07-06,893
Región de Los Lagos,2021-07-13,855
Región de Los Lagos,2021-07-20,955
Región de Los Lagos,2021-07-27,1052
Región de Los Lagos,2021-08-03,1317
Región de Los Lagos,2021-08-10,1470
Región de Los Lagos,2021-08-17,1562
Región de Los Lagos,2021-08-24,1686
Región de Los Lagos,2021-08-31,1430
Región de Los Lagos,2021-09-07,1608
Región de Los Lagos,2021-09-14,1504
Región de Los Lagos,2021-09-21,1903
Región de Los Lagos,2021-09-28,1857
Región de Los Lagos,2021-10-05,1838
Región de Los Lagos,2021-10-12,2200
Región de Los Lagos,2021-10-19,2444
Región de Los Lagos,2021-10-26,2452
Región de Los Lagos,2021-11-02,2789
Región de Los Lagos,2021-11-09,2842
Región de Los Lagos,2021-11-16,2980
Región de Los Lagos,2021-11-23,2840
Región de Los Lagos,2021-11-30,2527
Región de Los Lagos,2021-12-07,2476
Región de Los Lagos,2021-12-14,2257
Región de Los Lagos,2021-12-21,2065
Región de Los Lagos,2021-12-28,2065
Región de Los Lagos,2022-01-04,2205
Región de Los Lagos,2022-01-11,2022
Región de Los Lagos,2022-01-18,2349
Región de Los Lagos,2022-01-25,2439
Región de Los Lagos,2022-02-01,2589
Región de Los Lagos,2022-02-08,2390
Región de Los Lagos,2022-02-15,2214
Región de Los Lagos,2022-02-22,1830
Región de Los Lagos,2022-03-01,1552
Región de Los Lagos,2022-03-08,2304
Región de Los Lagos,2022-03-15,3576
Región de Los Lagos,2022-03-22,3820
Región de Los Lagos,2022-03-29,3760
Región de Los Lagos,2022-04-05,3861
Región de Los Lagos,2022-04-12,4418
Región de Los Lagos,2022-04-19,5114
Región de Los Lagos,2022-04-26,6220
Región de Los Lagos,2022-05-03,7246
Región de Los Lagos,2022-05-10,7751
Región de Los Lagos,2022-05-17,7824
Región de Los Lagos,2022-05-24,7229
Región de Los Lagos,2022-05-31,7165
Región de Los Lagos,2022-06-07,7430
Región de Los Lagos,2022-06-14,6230
Región de Los Lagos,2022-06-21,6440
Región de Los Lagos,2022-06-28,4723
Región de Los Lagos,2022-07-05,4087
Región de Los Lagos,2022-07-12,3378
Región de Los Lagos,2022-07-19,3050
Región de Los Lagos,2022-07-26,3272
Región de Los Lagos,2022-08-02,4688
Región de Los Lagos,2022-08-09,5652
Región de Los Lagos,2022-08-16,5917
Región de Los Lagos,2022-08-23,5416
Región de Los Lagos,2022-08-30,5256
Región de Los Lagos,2022-09-06,5506
Región de Los Lagos,2022-09-13,4665
Región de Los Lagos,2022-09-20,5724
Región de Los Lagos,2022-09-27,5158
Región de Los Lagos,2022-10-04,5493
Región de Los Lagos,2022-10-11,7676
Región de Los Lagos,2022-10-18,7978
Región de Los Lagos,2022-10-25,7984
Región de Los Lagos,2022-11-01,9124
Región de Los Lagos,2022-11-08,8587
Región de Los Lagos,2022-11-15,8545
Región de Los Lagos,2022-11-22,7966
Región de Los Lagos,2022-11-29,6945
Región de Los Lagos,2022-12-06,5951
Región de Los Lagos,2022-12-13,4819
Región de Los Lagos,2022-12-20,4101
Región de Los Lagos,2022-12-27,3761
Región de Los Lagos,2023-01-03,3340
Región de Los Lagos,2023-01-10,2939
Región de Los Lagos,2023-01-17,2529
Región de Los Lagos,2023-01-24,2485
Región de Los Lagos,2023-01-31,2359
Región de Los Lagos,2023-02-07,2369
Región de Los Lagos,2023-02-14,2735
Región de Los Lagos,2023-02-21,2900
Región de Los Lagos,2023-02-28,3110
Región de Los Lagos,2023-03-07,5627
Región de Los Lagos,2023-03-14,7285
Región de Los Lagos,2023-03-21,6240
Región de Los Lagos,2023-03-28,5608
Región de Los Lagos,2023-04-04,4862
Región de Los Lagos,2023-04-11,5293
Región de Los Lagos,2023-04-18,6349
Región de Los Lagos,2023-04-25,6648
Región de Los Lagos,2023-05-02,8767
Región de Los Lagos,2023-05-09,9402
Región de Los Lagos,2023-05-16,10923
Región de Los Lagos,2023-05-23,10864
Región de Los Lagos,2023-05-30,9682
Región de Los Lagos,2023-06-06,8837
Región de Los Lagos,2023-06-13,8210
Región de Los Lagos,2023-06-20,7322
Región de Los Lagos,2023-06-27,5807
Región de Los Lagos,2023-07-04,4432
Región de Los Lagos,2023-07-11,3816
Región de Los Lagos,2023-07-18,3584
Región de Los Lagos,2023-07-25,4088
